ID,Series,Repeat,Ambient Humidity,Ambient Temperature,ECSt mAU,gH+,Leaf Temperature Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,vH+,time,id?,Time of Day,User,Device ID,Label,Treatment,dayspostdrought,weight,Rating ,Rootbiomass,Shootbiomass,Species
3171762,Whole Data Set,1,31.2627,31.08,0.00138,45.504,1.59,65.37,355.171,1.012,0.409,0.293,0.297,2.381,0.18,0.493,0.327,0.063,12/15/22 14:19,40,14.32,Zachary Noel,31:f4:e8:3e,40,DF,14,100.39,3,,,control drought
3171772,Whole Data Set,1,29.93945,31.33,0.00148,45.086,1.78,76.91,308.489,0.757,0.554,0.254,0.192,1.514,0.269,0.253,0.478,0.067,12/15/22 14:20,41,14.33694444,Zachary Noel,31:f4:e8:3e,41,OEO-304,14,107.39,3,,,M. calciphila OEO-304
3171773,Whole Data Set,1,30.97168,31.42,0.00005,454.101,1.77,97.34,302.543,0.177,0.715,0.242,0.043,-0.87,-0.071,-1.354,2.425,0.023,12/15/22 14:20,42,14.34527778,Zachary Noel,31:f4:e8:3e,42,DF,14,181.85,0,,,control drought
3171774,Whole Data Set,1,31.83691,31.52,0.00173,48.249,1.63,74.39,487.62,2.291,0.339,0.201,0.46,2.062,0.171,0.284,0.544,0.083,12/15/22 14:21,43,14.35277778,Zachary Noel,31:f4:e8:3e,43,NVP5,14,112.88,4,,,M. elongata NVP
3171775,Whole Data Set,1,31.3623,31.65,0.0001,206.389,1.32,3.48,12.911,1.79,0.599,0.144,0.257,1.358,0.199,0.367,0.434,0.021,12/15/22 14:21,44,14.36277778,Zachary Noel,31:f4:e8:3e,44,OEO-196,14,113.27,4,,,L. elongata OEO-196
3171801,Whole Data Set,1,30.21777,31.9,0.00029,112.106,1.55,44.07,159.496,1.784,0.614,0.139,0.247,1.019,1.139,-0.644,0.504,0.033,12/15/22 14:22,45,14.38194444,Zachary Noel,31:f4:e8:3e,45,OEO-305,14,112.31,3,,,M. alpina OEO-305
3171827,Whole Data Set,1,31.01172,32.01,0.00018,482.389,1.62,20.25,74.506,1.217,0.604,0.178,0.217,-1.146,0.106,3.219,-2.324,0.087,12/15/22 14:23,46,14.39055556,Zachary Noel,31:f4:e8:3e,46,NDF,14,296.02,1,,,control No-drought
3171847,Whole Data Set,1,30.98438,32.14,0.00012,105.289,1.15,4.98,16.148,0.55,0.685,0.203,0.112,1.97,-0.26,0.292,0.968,0.013,12/15/22 14:24,47,14.40055556,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,14,105.09,4,,,P. citrinum CCH_F37_B
3171849,Whole Data Set,1,30.93164,32.24,0.00147,30.639,0.99,40.66,148.858,1.007,0.607,0.196,0.197,1.978,0.208,0.535,0.257,0.045,12/15/22 14:24,48,14.40944444,Zachary Noel,31:f4:e8:3e,48,OEO-198,14,112.89,3,,,L. elongata OEO-198
3173372,Whole Data Set,1,31.23242,21.69,0.00018,108.71,0.98,6.71,23.59,0.874,0.632,0.196,0.172,1.239,0.19,0.526,0.284,0.02,12/17/22 19:12,1,19.20888889,Zachary Noel,31:f4:e8:3e,1,OEO-196,16,106.01,3,,,L. elongata OEO-196
3173373,Whole Data Set,1,32.42773,21.88,0.00014,793.682,1.93,1.1,3.433,0.694,0.71,0.171,0.119,0.894,0.358,0.466,0.176,0.111,12/17/22 19:13,2,19.21694444,Zachary Noel,31:f4:e8:3e,2,NDF,16,236.83,0,,,control No-drought
3173374,Whole Data Set,1,33.79004,22.23,0.00013,71.291,1.02,1.09,3.196,0.406,0.756,0.174,0.071,2.224,0.742,0.179,0.078,0.009,12/17/22 19:13,3,19.22777778,Zachary Noel,31:f4:e8:3e,3,DF,16,96.19,3,,,control drought
3173375,Whole Data Set,1,34.8291,22.51,0.00018,230.957,0.88,0.81,2.765,0.879,0.651,0.186,0.163,1.253,0.295,0.462,0.243,0.042,12/17/22 19:14,4,19.23722222,Zachary Noel,31:f4:e8:3e,4,OEO-198,16,111.02,4,,,L. elongata OEO-198
3173376,Whole Data Set,1,35.81152,22.81,0.00462,-913.112,1.7,38.03,230.904,0.705,0.366,0.372,0.262,1.699,-0.036,0.523,0.512,-4.219,12/17/22 19:14,5,19.24611111,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,16,103.05,4,,,P. citrinum CCH_F37_B
3173377,Whole Data Set,1,35.79102,23.3,0.00146,42.394,1.45,53.76,346.303,2.159,0.345,0.207,0.447,2.899,0.316,0.326,0.358,0.062,12/17/22 19:15,6,19.25638889,Zachary Noel,31:f4:e8:3e,6,OEO-305,16,100.03,3,,,M. alpina OEO-305
3173378,Whole Data Set,1,35.63867,23.61,0.00141,47.749,1.62,51.31,477.125,2.428,0.239,0.222,0.539,2.617,0.263,0.227,0.511,0.067,12/17/22 19:15,7,19.26611111,Zachary Noel,31:f4:e8:3e,7,NVP5,16,106.53,3,,,M. elongata NVP
3173379,Whole Data Set,1,35.73535,23.94,0.0008,39.151,1.01,30.43,261.057,1.752,0.259,0.269,0.472,2.368,0.265,0.483,0.253,0.031,12/17/22 19:16,8,19.27555556,Zachary Noel,31:f4:e8:3e,8,OEO-304,16,104.15,2,,,M. calciphila OEO-304
3173380,Whole Data Set,1,33.96777,24.25,0.00016,30.08,2.04,5.04,53.543,12.773,0.209,0.057,0.734,1.329,0.14,0.171,0.689,0.005,12/17/22 19:17,9,19.28916667,Zachary Noel,31:f4:e8:3e,9,NDF,16,221.54,0,,,control No-drought
3173381,Whole Data Set,1,32.5127,24.52,0.00083,71.729,1.39,74.19,357.623,0.699,0.461,0.317,0.222,1.98,0.286,0.231,0.483,0.06,12/17/22 19:17,10,19.29722222,Zachary Noel,31:f4:e8:3e,10,OEO-305,16,102.54,4,,,M. alpina OEO-305
3173382,Whole Data Set,1,32.0957,24.84,0.00087,61.026,1.41,39.76,424.77,0.825,0.208,0.434,0.358,2.694,0.251,0.478,0.271,0.053,12/17/22 19:18,11,19.30722222,Zachary Noel,31:f4:e8:3e,11,DF,16,90.64,4,,,control drought
3173383,Whole Data Set,1,31.77441,25.35,0.00116,53.27,1.36,51.86,288.818,1.798,0.399,0.215,0.386,2.047,0.224,0.164,0.612,0.062,12/17/22 19:19,12,19.32361111,Zachary Noel,31:f4:e8:3e,12,OEO-198,16,105.82,3,,,L. elongata OEO-198
3173384,Whole Data Set,1,30.9209,25.59,0.00069,81.892,1.58,117.47,826.072,2.964,0.316,0.173,0.512,1.933,0.334,0.08,0.587,0.057,12/17/22 19:19,13,19.3325,Zachary Noel,31:f4:e8:3e,13,OEO-304,16,99.77,3,,,M. calciphila OEO-304
3173385,Whole Data Set,1,30.96484,25.89,0.00054,135.593,1.5,51.93,189.186,0.72,0.61,0.227,0.163,2.67,0.2,0.854,-0.054,0.073,12/17/22 19:20,14,19.34138889,Zachary Noel,31:f4:e8:3e,14,OEO-196,16,102.47,3,,,L. elongata OEO-196
3173386,Whole Data Set,1,30.38867,26.18,0.00101,54.468,1.49,59.04,312.379,1.243,0.42,0.259,0.322,2.41,0.244,0.312,0.444,0.055,12/17/22 19:21,15,19.35222222,Zachary Noel,31:f4:e8:3e,15,NVP5,16,95.27,4,,,M. elongata NVP
3173387,Whole Data Set,1,31.20703,26.44,0.00119,79.523,1.45,89.1,485.269,1.135,0.408,0.278,0.315,2.574,0.313,0.205,0.483,0.095,12/17/22 19:21,16,19.36083333,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,16,104.14,4,,,P. citrinum CCH_F37_B
3173388,Whole Data Set,1,30.35059,26.69,0.00027,436.928,1.56,16.58,56.873,1.02,0.648,0.174,0.178,-0.203,-2.01,4.307,-1.297,0.118,12/17/22 19:22,17,19.37194444,Zachary Noel,31:f4:e8:3e,17,OEO-305,16,107.35,2,,,M. alpina OEO-305
3173389,Whole Data Set,1,29.24023,26.89,0.00192,49.263,1.96,61.95,552.909,6.146,0.249,0.105,0.646,1.151,0.302,0.059,0.64,0.095,12/17/22 19:22,18,19.37916667,Zachary Noel,31:f4:e8:3e,18,NDF,16,278.64,0,,,control No-drought
3173390,Whole Data Set,1,29.41602,27.21,0.00511,4.819,1.5,34.28,268.246,1.554,0.284,0.28,0.436,2.477,0.342,0.428,0.229,0.025,12/17/22 19:23,19,19.38805556,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,16,97.35,4,,,P. citrinum CCH_F37_B
3173410,Whole Data Set,1,28.37109,27.54,0.00085,40.416,1.39,30.09,290.746,1.793,0.23,0.276,0.495,2.866,0.217,0.447,0.336,0.034,12/17/22 19:23,20,19.39833333,Zachary Noel,31:f4:e8:3e,20,OEO-304,16,107.26,4,,,M. calciphila OEO-304
3173424,Whole Data Set,1,27.50977,27.77,0.00049,93.233,1.42,33.74,115.348,0.487,0.65,0.235,0.115,0.873,0.397,0.589,0.014,0.046,12/17/22 19:24,21,19.40972222,Zachary Noel,31:f4:e8:3e,21,OEO-196,16,105.39,2,,,L. elongata OEO-196
3173425,Whole Data Set,1,24.67773,28.21,0.00062,106.868,1.62,91.01,389.665,0.907,0.519,0.252,0.229,1.551,0.289,0.347,0.364,0.066,12/17/22 19:25,22,19.4325,Zachary Noel,31:f4:e8:3e,22,DF,16,101.53,3,,,control drought
3173426,Whole Data Set,1,25.76562,28.33,0.00097,140.925,1.54,92.92,389.617,1.773,0.53,0.17,0.301,1.291,0.534,0.055,0.411,0.137,12/17/22 19:26,23,19.44138889,Zachary Noel,31:f4:e8:3e,23,NVP5,16,109.04,3,,,M. elongata NVP
3173427,Whole Data Set,1,25.88379,28.51,0.00201,49.906,1.5,88.22,529.839,1.78,0.37,0.227,0.404,2.02,0.234,0.251,0.515,0.1,12/17/22 19:27,24,19.45083333,Zachary Noel,31:f4:e8:3e,24,OEO-198,16,107.52,3,,,L. elongata OEO-198
3173428,Whole Data Set,1,24.91016,28.73,0.00012,269.702,1.46,14.97,49.431,0.784,0.673,0.183,0.144,1.585,0.482,0.51,0.008,0.032,12/17/22 19:27,25,19.46166667,Zachary Noel,31:f4:e8:3e,25,OEO-198,16,105.04,4,,,L. elongata OEO-198
3173429,Whole Data Set,1,24.42676,28.91,0.00036,-300.479,1.02,12.86,39.58,0.76,0.722,0.158,0.12,-0.017,-39.353,55.231,-14.878,-0.108,12/17/22 19:28,26,19.47277778,Zachary Noel,31:f4:e8:3e,26,OEO-304,16,101.1,3,,,M. calciphila OEO-304
3173430,Whole Data Set,1,23.50684,29.05,0.00015,242.997,1.42,32.38,96.598,0.03,0.745,0.247,0.008,-0.395,0.336,2.496,-1.832,0.036,12/17/22 19:28,27,19.48083333,Zachary Noel,31:f4:e8:3e,27,NDF,16,258.33,0,,,control No-drought
3173431,Whole Data Set,1,23.5625,29.19,0.00019,254.961,0.82,17.95,61.841,0.712,0.645,0.208,0.148,0.812,0.31,0.541,0.149,0.048,12/17/22 19:29,28,19.48805556,Zachary Noel,31:f4:e8:3e,28,OEO-196,16,123.09,1,,,L. elongata OEO-196
3173432,Whole Data Set,1,22.75195,29.36,0.00091,46.62,1.15,40.64,166.316,0.887,0.543,0.242,0.215,2.276,0.22,0.517,0.263,0.042,12/17/22 19:29,29,19.49666667,Zachary Noel,31:f4:e8:3e,29,OEO-305,16,105.06,4,,,M. alpina OEO-305
3173433,Whole Data Set,1,22.04004,29.59,0.00037,133.121,1.2,39.56,143.655,1.195,0.612,0.177,0.211,1.343,0.424,0.076,0.5,0.049,12/17/22 19:30,30,19.50916667,Zachary Noel,31:f4:e8:3e,30,NVP5,16,100.26,2,,,M. elongata NVP
3173434,Whole Data Set,1,21.68652,29.78,0.00052,63.577,1.55,61.46,329.105,1.387,0.415,0.245,0.34,2.049,0.387,-0.158,0.771,0.033,12/17/22 19:31,31,19.5175,Zachary Noel,31:f4:e8:3e,31,DF,16,106.08,4,,,control drought
3173435,Whole Data Set,1,23.18164,29.99,0.00035,131.354,1.08,59.82,340.01,2.393,0.391,0.179,0.43,0.608,0.019,0.013,0.968,0.046,12/17/22 19:31,32,19.52611111,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,16,108.73,3,,,P. citrinum CCH_F37_B
3173436,Whole Data Set,1,21.33301,30.23,0.00025,272.888,-1.22,23.21,85.534,1.715,0.603,0.146,0.251,0.531,0.487,-0.807,1.32,0.068,12/17/22 19:32,33,19.54083333,Zachary Noel,31:f4:e8:3e,33,NDF,16,217.15,0,,,control No-drought
3173437,Whole Data Set,1,20.3252,30.38,0.00025,486.851,0.59,25.3,78.085,0.543,0.72,0.181,0.098,1.671,0.294,0.225,0.481,0.122,12/17/22 19:33,34,19.55944444,Zachary Noel,31:f4:e8:3e,34,OEO-305,16,104.31,2,,,M. alpina OEO-305
3173438,Whole Data Set,1,20.07324,30.42,0.0007,76.931,1.13,72.4,349.75,2.555,0.46,0.152,0.388,1.614,0.052,-0.315,1.263,0.054,12/17/22 19:34,35,19.56833333,Zachary Noel,31:f4:e8:3e,35,NVP5,16,111.48,3,,,M. elongata NVP
3173439,Whole Data Set,1,20.91016,30.48,0.00124,78.79,1.19,90.36,389.909,1.899,0.515,0.167,0.318,1.826,0.277,0.16,0.563,0.098,12/17/22 19:34,36,19.57611111,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,16,108.63,3,,,P. citrinum CCH_F37_B
3173440,Whole Data Set,1,20.95117,30.59,0.00035,103.662,1.04,63.05,395.774,1.606,0.354,0.248,0.398,1.83,0.294,0.187,0.519,0.036,12/17/22 19:35,37,19.58388889,Zachary Noel,31:f4:e8:3e,37,OEO-304,16,105.56,4,,,M. calciphila OEO-304
3173441,Whole Data Set,1,21.48926,30.72,0.0012,73.223,0.91,71.26,351.921,2.389,0.45,0.162,0.388,1.7,0.31,0.337,0.353,0.088,12/17/22 19:35,38,19.59472222,Zachary Noel,31:f4:e8:3e,38,OEO-196,16,102.08,4,,,L. elongata OEO-196
3173442,Whole Data Set,1,21.53223,30.84,0.00148,53.178,1.05,70.56,362.1,2.552,0.433,0.16,0.407,1.308,0.352,0.057,0.592,0.079,12/17/22 19:36,39,19.60361111,Zachary Noel,31:f4:e8:3e,39,OEO-198,16,99.54,4,,,L. elongata OEO-198
3173443,Whole Data Set,1,20.2793,30.98,0.00107,44.829,1.05,51.56,222.487,1.868,0.515,0.169,0.316,1.891,0.208,0.194,0.598,0.048,12/17/22 19:36,40,19.61222222,Zachary Noel,31:f4:e8:3e,40,DF,16,97.65,3,,,control drought
3173444,Whole Data Set,1,19.20898,31.17,0.00013,548.16,1.28,15.08,46.544,0.423,0.72,0.196,0.083,0.905,0.997,-0.275,0.278,0.071,12/17/22 19:38,41,19.63638889,Zachary Noel,31:f4:e8:3e,41,OEO-304,16,99.05,4,,,M. calciphila OEO-304
3173445,Whole Data Set,1,19.25879,31.19,0.00021,178.166,1.06,43.06,131.97,0.349,0.725,0.204,0.071,1.31,0.503,0.12,0.377,0.037,12/17/22 19:38,42,19.64666667,Zachary Noel,31:f4:e8:3e,42,DF,16,152.28,0,,,control drought
3173446,Whole Data Set,1,19.26074,31.25,0.00066,34.874,0.94,15.23,88.393,2.96,0.383,0.156,0.461,1.125,0.289,0.245,0.467,0.023,12/17/22 19:39,43,19.655,Zachary Noel,31:f4:e8:3e,43,NVP5,16,108.15,4,,,M. elongata NVP
3173447,Whole Data Set,1,18.80273,31.3,0.00015,150.856,0.69,14.39,51.897,1.237,0.616,0.172,0.212,1.861,-0.02,0.496,0.525,0.023,12/17/22 19:39,44,19.66361111,Zachary Noel,31:f4:e8:3e,44,OEO-196,16,107.71,4,,,L. elongata OEO-196
3173448,Whole Data Set,1,18.73242,31.36,0.00143,39.815,0.89,69,401.394,1.751,0.382,0.225,0.393,1.618,0.288,0.159,0.553,0.057,12/17/22 19:40,45,19.67222222,Zachary Noel,31:f4:e8:3e,45,OEO-305,16,105.59,3,,,M. alpina OEO-305
3173449,Whole Data Set,1,19.76758,31.47,0.00185,47.422,0.82,65.18,606.028,4.762,0.239,0.132,0.629,1,0.363,-0.011,0.648,0.088,12/17/22 19:40,46,19.68305556,Zachary Noel,31:f4:e8:3e,46,NDF,16,241.47,0,,,control No-drought
3173450,Whole Data Set,1,19.94043,31.55,24.85541,0,0.78,32.44,127.577,1.003,0.565,0.217,0.218,0.814,0.317,0.431,0.252,0,12/17/22 19:41,47,19.6925,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,16,104.89,4,,,P. citrinum CCH_F37_B
3173451,Whole Data Set,1,19.7627,31.64,0.00097,89.873,0.91,73.22,335.497,2.252,0.485,0.158,0.357,2.482,0.163,0.543,0.294,0.087,12/17/22 19:42,48,19.70166667,Zachary Noel,31:f4:e8:3e,48,OEO-198,16,108.02,3,,,L. elongata OEO-198
3175354,Whole Data Set,1,24.25684,21.6,0.00014,243.66,5.15,13.74,41.437,0.508,0.737,0.175,0.089,1.125,0.262,0.531,0.207,0.034,12/19/22 16:53,1,16.8975,Zachary Noel,31:f4:e8:3e,1,OEO-196,18,108.16,3,,,L. elongata OEO-196
3175356,Whole Data Set,1,27.36523,21.71,0.00012,1721.545,5.54,6.1,19.687,0.723,0.688,0.181,0.131,1.705,2.608,-2.133,0.526,0.207,12/19/22 16:54,2,16.90527778,Zachary Noel,31:f4:e8:3e,2,NDF,18,239.24,0,,,control No-drought
3175358,Whole Data Set,1,29.17285,21.84,0.00026,203.709,1.55,65.1,239.514,0.473,0.604,0.269,0.127,1.058,0.61,0.723,-0.333,0.053,12/19/22 16:54,3,16.91277778,Zachary Noel,31:f4:e8:3e,3,DF,18,98.38,3,,,control drought
3175360,Whole Data Set,1,30.42773,22.03,0.00023,131.898,2.58,11.39,45.7,0.846,0.554,0.242,0.204,2.047,0.312,0.443,0.245,0.03,12/19/22 16:55,4,16.92083333,Zachary Noel,31:f4:e8:3e,4,OEO-198,18,111.52,4,,,L. elongata OEO-198
3175362,Whole Data Set,1,29.00879,22.23,0.00136,68.015,3.16,81.59,359.012,1.275,0.505,0.218,0.277,2.021,0.383,0.364,0.253,0.093,12/19/22 16:55,5,16.92916667,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,18,108.2,3,,,P. citrinum CCH_F37_B
3175369,Whole Data Set,1,30.54004,22.46,0.0013,69.92,8.69,79.64,349.057,1.777,0.507,0.178,0.316,2.875,0.27,0.579,0.151,0.091,12/19/22 16:56,6,16.93888889,Zachary Noel,31:f4:e8:3e,6,OEO-305,18,102.63,3,,,M. alpina OEO-305
3175371,Whole Data Set,1,25.35254,23.17,0.00095,90.613,2.74,76.69,328.372,1.668,0.519,0.18,0.301,1.574,0.351,0.384,0.265,0.086,12/19/22 16:58,7,16.97888889,Zachary Noel,31:f4:e8:3e,7,NVP5,18,108.27,3,,,M. elongata NVP
3175372,Whole Data Set,1,26.61914,23.29,0.00182,45.383,3.74,84.01,393.854,1.441,0.474,0.215,0.31,2.615,0.425,0.214,0.361,0.083,12/19/22 16:59,8,16.98694444,Zachary Noel,31:f4:e8:3e,8,OEO-304,18,106.32,2,,,M. calciphila OEO-304
3175373,Whole Data Set,1,27.57227,23.53,0.00041,349.733,3.22,124.45,1411.005,3.596,0.196,0.175,0.629,0.32,0.092,-1.196,2.104,0.143,12/19/22 17:00,9,17.00055556,Zachary Noel,31:f4:e8:3e,9,NDF,18,271.85,0,,,control No-drought
3175374,Whole Data Set,1,27.91602,23.69,0.0002,162.582,3.24,122.38,548.282,0.933,0.496,0.261,0.243,0.394,0.413,-0.453,1.04,0.033,12/19/22 17:00,10,17.00888889,Zachary Noel,31:f4:e8:3e,10,OEO-305,18,107.08,4,,,M. alpina OEO-305
3175375,Whole Data Set,1,28.30469,23.84,0.00119,49.052,3.45,59.06,415.337,1.841,0.316,0.241,0.443,2.425,-0.367,0.072,1.295,0.058,12/19/22 17:01,11,17.0175,Zachary Noel,31:f4:e8:3e,11,DF,18,94.29,4,,,control drought
3175376,Whole Data Set,1,28.78027,24.02,0.00048,113.846,3.47,35.47,119.247,0.755,0.661,0.193,0.146,1.516,0.742,0.041,0.217,0.055,12/19/22 17:01,12,17.02583333,Zachary Noel,31:f4:e8:3e,12,OEO-198,18,109.9,3,,,L. elongata OEO-198
3175377,Whole Data Set,1,28.64941,24.21,0.00023,173.588,4.46,28.04,101.163,1.466,0.616,0.156,0.229,1.923,0.658,0.065,0.277,0.04,12/19/22 17:02,13,17.035,Zachary Noel,31:f4:e8:3e,13,OEO-304,18,100.27,3,,,M. calciphila OEO-304
3175378,Whole Data Set,1,28.74316,24.37,0.0009,85.897,6.38,67.91,242.25,0.713,0.623,0.22,0.157,0.693,1.153,-0.815,0.663,0.077,12/19/22 17:02,14,17.04444444,Zachary Noel,31:f4:e8:3e,14,OEO-196,18,105.36,3,,,L. elongata OEO-196
3175379,Whole Data Set,1,29.21973,24.56,0.00041,83.033,4.19,29.87,100.124,0.324,0.663,0.255,0.083,1.343,0.438,0.305,0.257,0.034,12/19/22 17:03,15,17.05361111,Zachary Noel,31:f4:e8:3e,15,NVP5,18,100.06,4,,,M. elongata NVP
3175380,Whole Data Set,1,29.76758,24.74,0.00156,62.072,4.19,76.58,672.632,1.324,0.253,0.321,0.425,2.598,0.35,0.108,0.542,0.097,12/19/22 17:03,16,17.06194444,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,18,106.89,4,,,P. citrinum CCH_F37_B
3175381,Whole Data Set,1,28.65137,24.98,0.00186,36.096,4.35,48.95,239.061,1.042,0.455,0.267,0.278,1.009,0.685,-0.588,0.902,0.067,12/19/22 17:04,17,17.07361111,Zachary Noel,31:f4:e8:3e,17,OEO-305,18,108.7,0,,,M. alpina OEO-305
3175382,Whole Data Set,1,28.30664,25.18,0.00052,220.153,4.11,66.35,286.867,1.257,0.514,0.215,0.271,0.608,0.325,-0.565,1.24,0.114,12/19/22 17:04,18,17.08305556,Zachary Noel,31:f4:e8:3e,18,NDF,18,290.93,0,,,control No-drought
3175383,Whole Data Set,1,28.45996,25.34,0.00078,72.295,5.49,51.52,192.748,1.123,0.594,0.191,0.215,0.643,0.018,-0.84,1.822,0.056,12/19/22 17:05,19,17.09083333,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,18,99.91,4,,,P. citrinum CCH_F37_B
3175384,Whole Data Set,1,28.28027,25.53,0.00072,148.097,4.62,87.46,346.444,0.889,0.561,0.232,0.206,1.282,0.425,0.045,0.531,0.107,12/19/22 17:05,20,17.09944444,Zachary Noel,31:f4:e8:3e,20,OEO-304,18,108.68,4,,,M. calciphila OEO-304
3175385,Whole Data Set,1,28.23438,25.74,0.00013,498.078,7.67,10.15,36.751,1.576,0.614,0.15,0.236,1.395,0.917,-0.052,0.135,0.065,12/19/22 17:06,21,17.11,Zachary Noel,31:f4:e8:3e,21,OEO-196,18,105.9,3,,,L. elongata OEO-196
3175386,Whole Data Set,1,28.04297,25.92,0.00063,105.29,4.83,42.7,143.323,0.495,0.662,0.226,0.112,2.238,0.225,0.469,0.305,0.066,12/19/22 17:07,22,17.11916667,Zachary Noel,31:f4:e8:3e,22,DF,18,106.84,2,,,control drought
3175387,Whole Data Set,1,27.44434,26.11,0.00034,382.579,6.4,45.42,154.8,0.685,0.652,0.207,0.141,0.931,1.272,-0.431,0.159,0.13,12/19/22 17:07,23,17.1275,Zachary Noel,31:f4:e8:3e,23,NVP5,18,109.66,3,,,M. elongata NVP
3175388,Whole Data Set,1,26.82324,26.31,0.00077,75.991,4.8,61.97,839.659,1.271,0.164,0.368,0.468,0.596,0.392,-0.267,0.875,0.059,12/19/22 17:08,24,17.13583333,Zachary Noel,31:f4:e8:3e,24,OEO-198,18,111.31,2,,,L. elongata OEO-198
3175389,Whole Data Set,1,25.97559,26.55,0.00018,255.106,4.56,10.33,32.027,0.494,0.717,0.19,0.094,1.446,0.434,0.272,0.294,0.046,12/19/22 17:08,25,17.14722222,Zachary Noel,31:f4:e8:3e,25,OEO-198,18,107.66,4,,,L. elongata OEO-198
3175390,Whole Data Set,1,25.5791,26.73,0.00012,266.803,3.74,13.53,41.143,0.571,0.731,0.171,0.098,-0.412,-1.108,4.303,-2.195,0.032,12/19/22 17:09,26,17.155,Zachary Noel,31:f4:e8:3e,26,OEO-304,18,104.22,3,,,M. calciphila OEO-304
3175391,Whole Data Set,1,25.19336,26.91,0.00015,95.264,4.64,15.9,48.596,0.546,0.727,0.177,0.096,0.486,0.678,0.088,0.234,0.014,12/19/22 17:09,27,17.16388889,Zachary Noel,31:f4:e8:3e,27,NDF,18,279.2,0,,,control No-drought
3175392,Whole Data Set,1,23.8623,27.11,0.00023,281.8,4.52,15.13,52.135,0.786,0.645,0.199,0.156,0.867,0.071,0.151,0.777,0.065,12/19/22 17:10,28,17.17388889,Zachary Noel,31:f4:e8:3e,28,OEO-196,18,110.35,2,,,L. elongata OEO-196
3175393,Whole Data Set,1,22.8252,27.25,0.00115,70.865,4.52,75.11,292.325,1.064,0.571,0.208,0.221,0.781,0.429,-0.236,0.806,0.081,12/19/22 17:10,29,17.18277778,Zachary Noel,31:f4:e8:3e,29,OEO-305,18,107.35,3,,,M. alpina OEO-305
3175394,Whole Data Set,1,22.36523,27.4,0.00023,123.134,4.49,81.16,422.38,1.665,0.427,0.215,0.358,0.175,1.351,-1.473,1.122,0.028,12/19/22 17:11,30,17.19166667,Zachary Noel,31:f4:e8:3e,30,NVP5,18,103.11,3,,,M. elongata NVP
3175395,Whole Data Set,1,23.03125,27.52,0.0007,120.751,4.15,77.08,312.585,0.566,0.548,0.289,0.164,4.081,0.133,0.658,0.209,0.085,12/19/22 17:11,31,17.19944444,Zachary Noel,31:f4:e8:3e,31,DF,18,107.1,4,,,control drought
3175396,Whole Data Set,1,23.1709,27.67,0.0011,117.273,4.06,98.11,419.259,1.217,0.52,0.216,0.263,1.275,0.254,0.079,0.667,0.129,12/19/22 17:12,32,17.20833333,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,18,109.97,3,,,P. citrinum CCH_F37_B
3175397,Whole Data Set,1,21.87012,27.83,0.00016,275.002,2.78,20.04,63.519,0.342,0.701,0.223,0.076,0.253,3.634,-3.401,0.768,0.044,12/19/22 17:13,33,17.22111111,Zachary Noel,31:f4:e8:3e,33,NDF,18,267.55,0,,,control No-drought
3175398,Whole Data Set,1,21.6123,27.97,0.00024,288.763,2.78,27.57,89.194,0.528,0.687,0.205,0.108,0.7,0.208,-0.555,1.347,0.069,12/19/22 17:13,34,17.23222222,Zachary Noel,31:f4:e8:3e,34,OEO-305,18,107.3,2,,,M. alpina OEO-305
3175399,Whole Data Set,1,21.88086,28.07,0.00117,86.142,3.6,94.65,376.949,1.209,0.558,0.2,0.242,1.431,0.394,0.044,0.561,0.101,12/19/22 17:14,35,17.24,Zachary Noel,31:f4:e8:3e,35,NVP5,18,112.96,3,,,M. elongata NVP
3175400,Whole Data Set,1,22.36621,28.16,0.00101,65.969,2.35,57.01,267.827,1.677,0.473,0.197,0.33,0.686,0.101,-0.028,0.928,0.067,12/19/22 17:14,36,17.24777778,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,18,109.14,3,,,P. citrinum CCH_F37_B
3175401,Whole Data Set,1,22.07129,28.28,0.00062,87.073,3.31,67.38,241.911,0.651,0.619,0.231,0.15,1.265,0.272,0.577,0.151,0.054,12/19/22 17:15,37,17.25694444,Zachary Noel,31:f4:e8:3e,37,OEO-304,18,108.08,4,,,M. calciphila OEO-304
3175402,Whole Data Set,1,22.99121,28.38,0.00052,126.345,3.69,99.29,455.885,1.974,0.484,0.174,0.343,0.926,-0.042,-0.168,1.21,0.066,12/19/22 17:15,38,17.26555556,Zachary Noel,31:f4:e8:3e,38,OEO-196,18,105.75,3,,,L. elongata OEO-196
